iter,t_ms,y0_angle,y1_position,uLocal,uRemote,uOut,uDiff,loopIntervalMs,tcpRttMs,clamped
238,7170.080,4.951000,-2.218000,297.977500,188.740573,188.740573,109.236927,30.000,4.137,0
239,7200.222,5.835000,-2.144000,307.728600,195.900511,195.900511,111.828089,30.006,4.290,0
240,7230.600,6.277000,-2.144000,319.448700,205.845040,205.845040,113.603660,30.006,4.597,0
241,7260.292,6.277000,-1.971000,322.973100,207.731648,207.731648,115.241452,30.004,4.203,0
242,7290.114,5.835000,-1.823000,309.919300,193.044954,193.044954,116.874346,30.047,4.037,0
243,7320.763,4.510000,-1.626000,249.368700,130.100090,130.100090,119.268610,29.948,4.651,0
244,7352.222,2.743000,-1.306000,191.840600,71.182728,71.182728,120.657872,30.019,4.312,0
245,7379.921,0.093000,-0.986000,81.454500,-41.374956,-41.374956,122.829456,30.009,3.789,0
246,7410.590,-1.674000,-0.690000,64.784500,-56.501065,-56.501065,121.285565,30.024,4.430,0
247,7441.353,-3.883000,-0.444000,-26.105400,-148.427526,-148.427526,122.322126,30.061,5.082,0
248,7470.423,-5.650000,-0.444000,-79.876800,-201.507774,-201.507774,121.630974,30.039,4.207,0
249,7502.746,-6.975000,-0.468000,-122.873100,-243.827602,-243.827602,120.954502,30.113,6.135,0
250,7531.997,-7.858000,-0.641000,-158.795200,-279.067556,-279.067556,120.272356,30.781,4.698,0
251,7560.793,-7.858000,-1.060000,-156.534200,-275.487766,-275.487766,118.953566,29.975,3.616,0
252,7592.431,-8.300000,-1.626000,-226.691800,-347.153923,-347.153923,120.462123,30.123,5.198,0
253,7621.320,-7.858000,-2.316000,-218.136400,-337.719761,-337.719761,119.583361,29.867,4.151,0
254,7650.899,-6.975000,-3.006000,-210.678500,-330.577812,-330.577812,119.899312,30.001,3.719,0
255,7681.987,-5.650000,-3.696000,-185.793100,-306.313508,-306.313508,120.520408,30.003,4.902,0
256,7711.748,-4.325000,-4.361000,-174.516700,-296.827034,-296.827034,122.310334,30.009,4.725,0
257,7741.234,-2.999000,-5.224000,-166.548600,-290.930508,-290.930508,124.381908,29.999,4.168,0
258,7770.833,-1.233000,-5.963000,-117.913400,-243.781293,-243.781293,125.867893,30.014,3.749,0
259,7801.090,0.976000,-6.653000,-48.283700,-175.954672,-175.954672,127.670972,29.992,4.045,0
260,7831.963,3.626000,-7.392000,40.165100,-89.572815,-89.572815,129.737915,30.010,4.959,0
261,7860.964,6.277000,-8.131000,117.746500,-15.260579,-15.260579,133.007079,29.989,3.969,0
262,7891.447,9.369000,-8.698000,240.389200,104.713886,104.713886,135.675314,30.000,4.456,0
263,7921.751,12.461000,-9.191000,354.998600,215.613124,215.613124,139.385476,30.157,4.579,0
264,7951.498,15.111000,-9.462000,451.485900,307.442136,307.442136,144.043764,30.042,4.323,0
265,7982.482,17.320000,-9.437000,548.528200,399.791629,399.791629,148.736571,30.817,4.473,0
266,8012.231,18.645000,-9.215000,608.510200,454.319355,454.319355,154.190845,29.993,4.249,0
267,8041.866,19.086000,-8.920000,643.154200,483.596154,483.596154,159.558046,30.004,3.871,0
268,8072.063,18.203000,-8.427000,621.987000,456.415731,456.415731,165.571269,29.997,4.038,0
269,8107.851,18.203000,-8.131000,710.290400,543.208393,543.208393,167.082007,30.003,9.856,0
270,8132.723,15.994000,-7.762000,601.740200,427.184720,427.184720,174.555480,30.041,4.685,0
271,8162.085,14.228000,-7.269000,612.953300,436.379442,436.379442,176.573858,29.958,4.074,0
272,8193.828,10.694000,-6.825000,468.370800,285.525114,285.525114,182.845686,31.387,4.297,0
