iter,t_ms,y0_angle,y1_position,uLocal,uRemote,uOut,uDiff,loopIntervalMs,tcpRttMs,clamped
258,7794.134,0.092590,1.798716,-40.429619,-40.421210,-40.421210,-0.008409,30.003,5.193,0
259,7824.746,0.092590,1.650876,-62.433616,-62.426974,-62.426974,-0.006643,29.967,5.874,0
260,7853.226,0.092590,1.601596,-63.224702,-63.264893,-63.264893,0.040191,30.017,4.320,0
261,7883.713,0.092590,1.429117,-68.394282,-68.420650,-68.420650,0.026368,30.281,4.552,0
262,7913.339,0.534302,1.330557,-37.857250,-37.891122,-37.891122,0.033872,29.711,4.439,0
263,7943.177,0.976013,1.231997,-24.116106,-24.140732,-24.140732,0.024626,30.002,4.322,0
264,7973.296,0.976013,1.182717,-40.556802,-40.572758,-40.572758,0.015956,30.003,4.392,0
265,8003.912,1.417725,1.084157,-8.205450,-8.206252,-8.206252,0.000803,30.006,4.997,0
266,8032.857,1.417725,0.985598,-25.187825,-25.199680,-25.199680,0.011855,29.998,3.976,0
267,8063.605,1.417725,0.936318,-22.880443,-22.886470,-22.886470,0.006027,30.036,4.625,0
268,8093.224,1.417725,0.887038,-20.725827,-20.734044,-20.734044,0.008217,30.084,4.224,0
269,8123.056,1.417725,0.862398,-17.760555,-17.814533,-17.814533,0.053978,30.040,3.977,0
270,8152.940,1.417725,0.862398,-14.056082,-14.094958,-14.094958,0.038876,30.073,3.790,0
271,8185.003,1.417725,0.862398,-10.425530,-10.446818,-10.446818,0.021288,30.781,4.917,0
272,8214.151,1.417725,0.862398,-6.794978,-6.867945,-6.867945,0.072968,30.024,4.233,0
273,8243.685,1.417725,0.862398,-3.164425,-3.186583,-3.186583,0.022157,30.004,3.757,0
274,8273.802,0.976013,0.862398,-32.441417,-32.492891,-32.492891,0.051473,30.008,3.840,0
